name,freq,score
"Nuclear membrane,Nuclear speckles,Plasma membrane",1,-2
"Nuclear membrane,Nuclear speckles,Vesicles",1,-2
"Nuclear membrane,Nucleoli",3,-2
"Nuclear membrane,Nucleoli fibrillar center",1,-2
"Nuclear membrane,Nucleoli fibrillar center,Calyx,Connecting piece,Mid piece,Principal piece,End piece",1,-2
"Nuclear membrane,Nucleoli fibrillar center,Endoplasmic reticulum",1,-2
"Nuclear membrane,Nucleoli,Cytosol",2,-2
"Nuclear membrane,Nucleoli,Endoplasmic reticulum",2,-2
"Nuclear membrane,Nucleoli,Golgi apparatus",1,-2
"Nuclear membrane,Nucleoli,Nucleoli rim",2,-2
"Nuclear membrane,Plasma membrane",6,-2
"Nuclear membrane,Plasma membrane,Actin filaments",1,-2
"Nuclear membrane,Plasma membrane,Cytosol",2,-2
"Nuclear membrane,Plasma membrane,Primary cilium,Centriolar satellite,Basal body,Cytosol",1,-2
"Nuclear membrane,Vesicles",18,-2
"Nuclear membrane,Vesicles,Cytosol",1,-2
"Nuclear membrane,Vesicles,Cytosol,Connecting piece,Mid piece,Principal piece",1,-2
"Nuclear membrane,Vesicles,Cytosol,Flagellar centriole",1,-2
"Nuclear membrane,Vesicles,Plasma membrane",2,-2
"Nuclear membrane,Vesicles,Plasma membrane,Cytosol",1,-2
Nuclear speckles,178,-2
"Nuclear speckles,Acrosome,Mid piece,Principal piece",1,-2
"Nuclear speckles,Cell Junctions",5,-2
"Nuclear speckles,Centriolar satellite,Cytosol,Acrosome,Connecting piece,Mid piece,Principal piece",1,-2
"Nuclear speckles,Centrosome",2,-2
"Nuclear speckles,Centrosome,Cytosol",1,-2
"Nuclear speckles,Centrosome,Rods & Rings",1,-2
"Nuclear speckles,Cytoplasmic bodies",8,-2
"Nuclear speckles,Cytosol",69,-2
"Nuclear speckles,Cytosol,Equatorial segment,Mid piece,Principal piece,End piece",1,-2
"Nuclear speckles,Endoplasmic reticulum",4,-2
"Nuclear speckles,Endoplasmic reticulum,Mitochondria",1,-2
"Nuclear speckles,Focal adhesion sites",1,-2
"Nuclear speckles,Focal adhesion sites,Cytosol",1,-2
"Nuclear speckles,Golgi apparatus",9,-2
"Nuclear speckles,Golgi apparatus,Cytosol",3,-2
"Nuclear speckles,Golgi apparatus,Plasma membrane,Cell Junctions",1,-2
"Nuclear speckles,Golgi apparatus,Plasma membrane,Cytosol",2,-2
"Nuclear speckles,Golgi apparatus,Vesicles,Cytosol",1,-2
"Nuclear speckles,Intermediate filaments",1,-2
"Nuclear speckles,Microtubules",1,-2
"Nuclear speckles,Microtubules,Cytosol",1,-2
"Nuclear speckles,Microtubules,Mitotic spindle,Primary cilium",1,-2
"Nuclear speckles,Microtubules,Primary cilium",1,-2
"Nuclear speckles,Mitochondria",10,-2
"Nuclear speckles,Mitochondria,Cytosol",1,-2
"Nuclear speckles,Mitotic spindle,Cytosol",1,-2
"Nuclear speckles,Plasma membrane",17,-2
"Nuclear speckles,Plasma membrane,Actin filaments,Cytosol",1,-2
"Nuclear speckles,Plasma membrane,Actin filaments,Focal adhesion sites",1,-2
"Nuclear speckles,Plasma membrane,Centriolar satellite,Cytosol",1,-2
"Nuclear speckles,Plasma membrane,Centrosome",1,-2
"Nuclear speckles,Plasma membrane,Centrosome,Cytosol",1,-2
"Nuclear speckles,Plasma membrane,Cytosol",13,-2
"Nuclear speckles,Plasma membrane,End piece",1,-2
"Nuclear speckles,Plasma membrane,Intermediate filaments",1,-2
"Nuclear speckles,Plasma membrane,Microtubules",1,-2
"Nuclear speckles,Plasma membrane,Microtubules,Primary cilium",1,-2
"Nuclear speckles,Plasma membrane,Mitochondria",1,-2
"Nuclear speckles,Plasma membrane,Primary cilium tip,Primary cilium transition zone,Basal body,Cytosol",1,-2
"Nuclear speckles,Plasma membrane,Primary cilium,Basal body",1,-2
"Nuclear speckles,Plasma membrane,Primary cilium,Cytosol",1,-2
"Nuclear speckles,Primary cilium,Basal body,Cytosol",1,-2
"Nuclear speckles,Primary cilium,Primary cilium transition zone,Centrosome",1,-2
"Nuclear speckles,Vesicles",7,-2
"Nuclear speckles,Vesicles,Basal body",1,-2
"Nuclear speckles,Vesicles,Centriolar satellite",1,-2
"Nuclear speckles,Vesicles,Cytosol",4,-2
"Nuclear speckles,Vesicles,Lipid droplets,Plasma membrane",1,-2
"Nuclear speckles,Vesicles,Midbody",1,-2
"Nuclear speckles,Vesicles,Plasma membrane",1,-2
"Nuclear speckles,Vesicles,Plasma membrane,Primary cilium,Centriolar satellite",1,-2
Nucleoli,106,-2
Nucleoli fibrillar center,40,-2
"Nucleoli fibrillar center,Actin filaments,Cytosol",2,-2
"Nucleoli fibrillar center,Basal body,Perinuclear theca,Flagellar centriole",1,-2
"Nucleoli fibrillar center,Cell Junctions",1,-2
"Nucleoli fibrillar center,Cell Junctions,Cytosol",1,-2
"Nucleoli fibrillar center,Cell Junctions,Focal adhesion sites",1,-2
"Nucleoli fibrillar center,Centrosome",1,-2
"Nucleoli fibrillar center,Centrosome,Cytosol",1,-2
"Nucleoli fibrillar center,Cytosol",20,-2
"Nucleoli fibrillar center,Endoplasmic reticulum",7,-2
"Nucleoli fibrillar center,Endoplasmic reticulum,Cytosol",2,-2
"Nucleoli fibrillar center,Endoplasmic reticulum,Vesicles",2,-2
"Nucleoli fibrillar center,Golgi apparatus",4,-2
"Nucleoli fibrillar center,Golgi apparatus,Cytosol",1,-2
"Nucleoli fibrillar center,Golgi apparatus,Vesicles,Cytosol",1,-2
"Nucleoli fibrillar center,Microtubules",2,-2
"Nucleoli fibrillar center,Microtubules,Cytokinetic bridge,Cytosol",1,-2
"Nucleoli fibrillar center,Microtubules,Mitotic spindle,Primary cilium",1,-2
"Nucleoli fibrillar center,Mitochondria",9,-2
"Nucleoli fibrillar center,Mitochondria,Acrosome",1,-2
"Nucleoli fibrillar center,Nuclear bodies",4,-2
"Nucleoli fibrillar center,Nuclear speckles",3,-2
"Nucleoli fibrillar center,Nuclear speckles,Cytosol",2,-2
"Nucleoli fibrillar center,Peroxisomes",2,-2
"Nucleoli fibrillar center,Plasma membrane",6,-2
"Nucleoli fibrillar center,Plasma membrane,Acrosome,Mid piece,Principal piece",1,-2
"Nucleoli fibrillar center,Plasma membrane,Basal body,Cytosol",1,-2
"Nucleoli fibrillar center,Plasma membrane,Cell Junctions",1,-2
"Nucleoli fibrillar center,Plasma membrane,Cytosol",2,-2
"Nucleoli fibrillar center,Plasma membrane,Mitochondria",1,-2
"Nucleoli fibrillar center,Primary cilium,Cytosol",2,-2
"Nucleoli fibrillar center,Primary cilium,Primary cilium tip,Cytosol",1,-2
"Nucleoli fibrillar center,Vesicles",6,-2
"Nucleoli fibrillar center,Vesicles,Actin filaments",1,-2
"Nucleoli fibrillar center,Vesicles,Cytosol",2,-2
"Nucleoli fibrillar center,Vesicles,Lipid droplets",1,-2
"Nucleoli fibrillar center,Vesicles,Plasma membrane",1,-2
Nucleoli rim,7,-2
"Nucleoli rim,Endoplasmic reticulum",1,-2
"Nucleoli rim,Golgi apparatus",1,-2
"Nucleoli rim,Golgi apparatus,Cytosol",1,-2
"Nucleoli rim,Golgi apparatus,Vesicles",1,-2
"Nucleoli rim,Mitochondria",1,-2
"Nucleoli rim,Mitotic chromosome",3,-2
"Nucleoli rim,Mitotic chromosome,Intermediate filaments",1,-2
"Nucleoli rim,Mitotic chromosome,Vesicles,Primary cilium",1,-2
"Nucleoli rim,Nuclear bodies,Mitotic chromosome",2,-2
"Nucleoli rim,Plasma membrane,Cytosol",1,-2
"Nucleoli rim,Vesicles",1,-2
"Nucleoli rim,Vesicles,Cytosol",1,-2
"Nucleoli,Actin filaments,Cytosol",2,-2
"Nucleoli,Actin filaments,Cytosol,Mid piece",1,-2
"Nucleoli,Basal body,Cytosol",1,-2
"Nucleoli,Basal body,Cytosol,Flagellar centriole,Mid piece,Principal piece,End piece",1,-2
"Nucleoli,Cell Junctions,Cytosol",1,-2
"Nucleoli,Centriolar satellite",1,-2
"Nucleoli,Centrosome",2,-2
"Nucleoli,Centrosome,Connecting piece,Mid piece,Principal piece",1,-2
"Nucleoli,Cytokinetic bridge,Cytosol",2,-2
"Nucleoli,Cytosol",73,-2
"Nucleoli,Cytosol,Perinuclear theca,Calyx,Mid piece,Principal piece",1,-2
"Nucleoli,Cytosol,Rods & Rings",1,-2
"Nucleoli,Endoplasmic reticulum",4,-2
"Nucleoli,Endoplasmic reticulum,Cytosol",19,-2
"Nucleoli,Endoplasmic reticulum,Cytosol,Acrosome,Equatorial segment",1,-2
"Nucleoli,Endoplasmic reticulum,Golgi apparatus,Cytosol",1,-2
"Nucleoli,Endoplasmic reticulum,Golgi apparatus,Plasma membrane,Cytosol",1,-2
"Nucleoli,Endoplasmic reticulum,Microtubules,Cytokinetic bridge,Primary cilium,Primary cilium transition zone",2,-2
"Nucleoli,Endoplasmic reticulum,Mid piece,Principal piece",1,-2
"Nucleoli,Endoplasmic reticulum,Vesicles",3,-2
"Nucleoli,Endoplasmic reticulum,Vesicles,Plasma membrane,Centriolar satellite",1,-2
"Nucleoli,Flagellar centriole,Mid piece,Principal piece",1,-2
"Nucleoli,Focal adhesion sites",1,-2
"Nucleoli,Focal adhesion sites,Mitochondria",1,-2
"Nucleoli,Golgi apparatus",9,-2
"Nucleoli,Golgi apparatus,Cytosol",5,-2
"Nucleoli,Golgi apparatus,Cytosol,Principal piece",1,-2
"Nucleoli,Golgi apparatus,Plasma membrane,Basal body,Cytosol",1,-2
"Nucleoli,Golgi apparatus,Plasma membrane,Cell Junctions,Primary cilium,Basal body,Cytosol,Mid piece,Principal piece,End piece",1,-2
"Nucleoli,Golgi apparatus,Plasma membrane,Cytosol",2,-2
"Nucleoli,Golgi apparatus,Plasma membrane,Primary cilium,Basal body",1,-2
"Nucleoli,Golgi apparatus,Primary cilium,Basal body,Cytosol",1,-2
"Nucleoli,Golgi apparatus,Vesicles",7,-2
"Nucleoli,Golgi apparatus,Vesicles,Centrosome,Basal body",1,-2
"Nucleoli,Golgi apparatus,Vesicles,Centrosome,Cytosol",1,-2
"Nucleoli,Golgi apparatus,Vesicles,Cytosol",1,-2
"Nucleoli,Intermediate filaments",2,-2
"Nucleoli,Intermediate filaments,Cytosol",2,-2
"Nucleoli,Kinetochore",1,-2
"Nucleoli,Microtubules",4,-2
"Nucleoli,Microtubules,Cytokinetic bridge,Mitotic spindle,Mid piece,Principal piece,End piece",1,-2
"Nucleoli,Microtubules,Cytokinetic bridge,Primary cilium,Basal body",1,-2
"Nucleoli,Microtubules,Cytosol",1,-2
"Nucleoli,Midbody",1,-2
"Nucleoli,Mitochondria",31,-2
"Nucleoli,Mitochondria,Cytosol",6,-2
"Nucleoli,Mitotic chromosome",7,-2
"Nucleoli,Mitotic chromosome,Cytosol",1,-2
"Nucleoli,Mitotic chromosome,Mitochondria",1,-2
"Nucleoli,Mitotic spindle,Cytosol",1,-2
"Nucleoli,Nuclear bodies",2,-2
"Nucleoli,Nuclear bodies,Actin filaments",1,-2
"Nucleoli,Nuclear bodies,Endoplasmic reticulum,Cytosol",1,-2
"Nucleoli,Nuclear speckles",1,-2
"Nucleoli,Nuclear speckles,Cytosol",2,-2
"Nucleoli,Nuclear speckles,Plasma membrane,Cytoplasmic bodies",2,-2
"Nucleoli,Nucleoli fibrillar center,Cytosol",2,-2
"Nucleoli,Nucleoli fibrillar center,Plasma membrane,Focal adhesion sites,Cytosol",1,-2
"Nucleoli,Nucleoli fibrillar center,Vesicles",1,-2
"Nucleoli,Nucleoli rim",9,-2
"Nucleoli,Nucleoli rim,Centrosome,Basal body",1,-2
"Nucleoli,Nucleoli rim,Cytosol",2,-2
"Nucleoli,Nucleoli rim,Endoplasmic reticulum",1,-2
"Nucleoli,Nucleoli rim,Endoplasmic reticulum,Cytosol",1,-2
"Nucleoli,Nucleoli rim,Golgi apparatus",1,-2
"Nucleoli,Nucleoli rim,Golgi apparatus,Cytosol",1,-2
"Nucleoli,Nucleoli rim,Golgi apparatus,Vesicles",1,-2
"Nucleoli,Nucleoli rim,Intermediate filaments",1,-2
"Nucleoli,Nucleoli rim,Intermediate filaments,Cytosol",1,-2
"Nucleoli,Nucleoli rim,Lipid droplets",1,-2
"Nucleoli,Nucleoli rim,Mid piece,Principal piece",1,-2
"Nucleoli,Nucleoli rim,Mitotic chromosome",10,-2
"Nucleoli,Nucleoli rim,Mitotic chromosome,Actin filaments",1,-2
"Nucleoli,Nucleoli rim,Mitotic chromosome,Vesicles,Plasma membrane,Primary cilium,Primary cilium tip,Mid piece,Principal piece,End piece",1,-2
"Nucleoli,Nucleoli rim,Nuclear speckles",3,-2
"Nucleoli,Nucleoli rim,Plasma membrane,Actin filaments",1,-2
"Nucleoli,Nucleoli rim,Plasma membrane,Mitotic spindle,Primary cilium,Centrosome,Basal body",1,-2
"Nucleoli,Nucleoli rim,Plasma membrane,Primary cilium",1,-2
"Nucleoli,Peroxisomes",1,-2
"Nucleoli,Plasma membrane",9,-2
"Nucleoli,Plasma membrane,Actin filaments,Cytosol",1,-2
"Nucleoli,Plasma membrane,Basal body,Cytosol",1,-2
"Nucleoli,Plasma membrane,Centrosome,Basal body,Mid piece,Principal piece",1,-2
"Nucleoli,Plasma membrane,Cytosol",18,-2
"Nucleoli,Plasma membrane,Microtubules",1,-2
"Nucleoli,Plasma membrane,Microtubules,Cytokinetic bridge,Mitotic spindle,Primary cilium,Cytosol",1,-2
"Nucleoli,Plasma membrane,Microtubules,Cytosol",2,-2
"Nucleoli,Plasma membrane,Mid piece,Principal piece,End piece",1,-2
"Nucleoli,Plasma membrane,Midbody",1,-2
"Nucleoli,Plasma membrane,Mitochondria",1,-2
"Nucleoli,Primary cilium,Cytosol",1,-2
"Nucleoli,Vesicles",17,-2
"Nucleoli,Vesicles,Basal body,Cytosol",1,-2
"Nucleoli,Vesicles,Cell Junctions",1,-2
"Nucleoli,Vesicles,Cytosol",5,-2
"Nucleoli,Vesicles,Mitochondria",1,-2
"Nucleoli,Vesicles,Mitochondria,Cytosol,Calyx,Connecting piece,Flagellar centriole,Mid piece,Principal piece",1,-2
"Nucleoli,Vesicles,Plasma membrane",1,-2
"Nucleoli,Vesicles,Plasma membrane,Cytosol",4,-2
"Nucleoli,Vesicles,Primary cilium",1,-2
Nucleoplasm,1603,-2
"Nucleoplasm,Acrosome,Equatorial segment,Mid piece,Principal piece",1,-2
"Nucleoplasm,Acrosome,Equatorial segment,Perinuclear theca",1,-2
"Nucleoplasm,Acrosome,Principal piece",20,-2
"Nucleoplasm,Actin filaments",14,-2
"Nucleoplasm,Actin filaments,Basal body",1,-2
"Nucleoplasm,Actin filaments,Cytokinetic bridge,Cytosol",1,-2
"Nucleoplasm,Actin filaments,Cytosol",8,-2
"Nucleoplasm,Actin filaments,Focal adhesion sites,Cytosol",1,-2
"Nucleoplasm,Actin filaments,Mitochondria",1,-2
"Nucleoplasm,Actin filaments,Primary cilium",1,-2
"Nucleoplasm,Actin filaments,Primary cilium,Cytosol",2,-2
"Nucleoplasm,Aggresome",1,-2
"Nucleoplasm,Aggresome,Cytosol",1,-2
"Nucleoplasm,Basal body",2,-2
"Nucleoplasm,Basal body,Cytosol",8,-2
"Nucleoplasm,Basal body,Cytosol,Mid piece,Principal piece",1,-2
"Nucleoplasm,Basal body,Cytosol,Mid piece,Principal piece,End piece",1,-2
"Nucleoplasm,Cell Junctions",37,-2
"Nucleoplasm,Cell Junctions,Acrosome,Connecting piece,Flagellar centriole,Mid piece,Principal piece",1,-2
"Nucleoplasm,Cell Junctions,Centriolar satellite",1,-2
"Nucleoplasm,Cell Junctions,Centriolar satellite,Basal body,Cytosol",1,-2
"Nucleoplasm,Cell Junctions,Centrosome,Acrosome,Connecting piece,Mid piece,Principal piece,End piece",1,-2
"Nucleoplasm,Cell Junctions,Cytokinetic bridge",1,-2
"Nucleoplasm,Cell Junctions,Cytokinetic bridge,Primary cilium",1,-2
"Nucleoplasm,Cell Junctions,Cytoplasmic bodies",1,-2
"Nucleoplasm,Cell Junctions,Cytosol",16,-2
"Nucleoplasm,Cell Junctions,Intermediate filaments",1,-2
"Nucleoplasm,Cell Junctions,Mitochondria,Cytosol",1,-2
"Nucleoplasm,Cell Junctions,Principal piece",1,-2
"Nucleoplasm,Centriolar satellite",14,-2
"Nucleoplasm,Centriolar satellite,Basal body,Cytosol",2,-2
"Nucleoplasm,Centriolar satellite,Basal body,Cytosol,Connecting piece,Mid piece,Principal piece",1,-2
"Nucleoplasm,Centriolar satellite,Centrosome,Basal body",1,-2
"Nucleoplasm,Centriolar satellite,Centrosome,Basal body,Cytosol,Acrosome,Mid piece,Principal piece,End piece",1,-2
"Nucleoplasm,Centriolar satellite,Cytosol",10,-2
"Nucleoplasm,Centriolar satellite,Cytosol,Mid piece,Principal piece,End piece",1,-2
"Nucleoplasm,Centrosome",41,-2
"Nucleoplasm,Centrosome,Basal body",7,-2
"Nucleoplasm,Centrosome,Basal body,Acrosome",1,-2
"Nucleoplasm,Centrosome,Basal body,Acrosome,Equatorial segment,Principal piece",1,-2
"Nucleoplasm,Centrosome,Basal body,Cytosol",16,-2
"Nucleoplasm,Centrosome,Basal body,Cytosol,Connecting piece,Mid piece",1,-2
"Nucleoplasm,Centrosome,Basal body,Cytosol,Mid piece,Principal piece",1,-2
"Nucleoplasm,Centrosome,Basal body,End piece",1,-2
"Nucleoplasm,Centrosome,Calyx",1,-2
"Nucleoplasm,Centrosome,Cytosol",42,-2
"Nucleoplasm,Centrosome,Cytosol,Acrosome",1,-2
"Nucleoplasm,Centrosome,Cytosol,Acrosome,End piece",1,-2
"Nucleoplasm,Centrosome,Cytosol,Acrosome,Perinuclear theca,Flagellar centriole,Principal piece",1,-2
"Nucleoplasm,Centrosome,Flagellar centriole,Mid piece,Principal piece",1,-2
"Nucleoplasm,Centrosome,Mid piece,Principal piece",1,-2
"Nucleoplasm,Centrosome,Mitochondria",2,-2
"Nucleoplasm,Centrosome,Mitochondria,Mid piece,Principal piece,End piece",1,-2
"Nucleoplasm,Centrosome,Principal piece",1,-2
"Nucleoplasm,Cytokinetic bridge",9,-2
"Nucleoplasm,Cytokinetic bridge,Centriolar satellite,Cytosol",1,-2
"Nucleoplasm,Cytokinetic bridge,Centriolar satellite,Cytosol,Flagellar centriole",1,-2
"Nucleoplasm,Cytokinetic bridge,Centrosome",1,-2
"Nucleoplasm,Cytokinetic bridge,Cleavage furrow,Mitotic spindle",1,-2
"Nucleoplasm,Cytokinetic bridge,Cytosol",8,-2
"Nucleoplasm,Cytokinetic bridge,Midbody",1,-2
"Nucleoplasm,Cytokinetic bridge,Midbody ring",1,-2
"Nucleoplasm,Cytokinetic bridge,Midbody,Centrosome,Basal body,Cytosol,Perinuclear theca",1,-2
"Nucleoplasm,Cytokinetic bridge,Mitochondria",1,-2
"Nucleoplasm,Cytokinetic bridge,Mitotic spindle",3,-2
"Nucleoplasm,Cytokinetic bridge,Mitotic spindle,Cytosol",2,-2
"Nucleoplasm,Cytokinetic bridge,Mitotic spindle,Primary cilium,Cytosol,Equatorial segment",1,-2
"Nucleoplasm,Cytokinetic bridge,Primary cilium,Centrosome,Basal body",1,-2
"Nucleoplasm,Cytokinetic bridge,Primary cilium,Cytosol",1,-2
"Nucleoplasm,Cytoplasmic bodies",11,-2
"Nucleoplasm,Cytosol",1041,-2
"Nucleoplasm,Cytosol,Acrosome",1,-2
"Nucleoplasm,Cytosol,Acrosome,Perinuclear theca,Connecting piece,Flagellar centriole",1,-2
"Nucleoplasm,Cytosol,Calyx",3,-2
"Nucleoplasm,Cytosol,Connecting piece",1,-2
"Nucleoplasm,Cytosol,Connecting piece,Flagellar centriole",1,-2
"Nucleoplasm,Cytosol,Connecting piece,Mid piece,Principal piece,End piece",3,-2
"Nucleoplasm,Cytosol,Cytoplasmic bodies",7,-2
"Nucleoplasm,Cytosol,Equatorial segment,Principal piece",1,-2
"Nucleoplasm,Cytosol,Flagellar centriole",1,-2
"Nucleoplasm,Cytosol,Flagellar centriole,Mid piece",2,-2
"Nucleoplasm,Cytosol,Mid piece",1,-2
"Nucleoplasm,Cytosol,Mid piece,Principal piece",3,-2
"Nucleoplasm,Cytosol,Mid piece,Principal piece,End piece",1,-2
"Nucleoplasm,Cytosol,Principal piece",2,-2
"Nucleoplasm,Endoplasmic reticulum",10,-2
"Nucleoplasm,Endoplasmic reticulum,Centrosome,Cytosol",1,-2
"Nucleoplasm,Endoplasmic reticulum,Connecting piece,Mid piece,Principal piece,End piece",1,-2
"Nucleoplasm,Endoplasmic reticulum,Cytosol",6,-2
"Nucleoplasm,Endoplasmic reticulum,Golgi apparatus",1,-2
"Nucleoplasm,Endoplasmic reticulum,Golgi apparatus,Plasma membrane,Cytosol",1,-2
"Nucleoplasm,Endoplasmic reticulum,Golgi apparatus,Vesicles",1,-2
"Nucleoplasm,Endoplasmic reticulum,Mid piece,Principal piece,End piece",1,-2
"Nucleoplasm,Endoplasmic reticulum,Plasma membrane",2,-2
"Nucleoplasm,Endoplasmic reticulum,Plasma membrane,Cell Junctions,Primary cilium,Cytosol",1,-2
"Nucleoplasm,Endoplasmic reticulum,Plasma membrane,Cytosol",2,-2
"Nucleoplasm,Endoplasmic reticulum,Plasma membrane,Cytosol,Acrosome,Equatorial segment",1,-2
"Nucleoplasm,Endoplasmic reticulum,Vesicles",6,-2
"Nucleoplasm,Endosomes,Lysosomes",1,-2
"Nucleoplasm,Equatorial segment,Flagellar centriole,Mid piece",1,-2
"Nucleoplasm,Equatorial segment,Principal piece",1,-2
"Nucleoplasm,Flagellar centriole,Annulus",1,-2
"Nucleoplasm,Flagellar centriole,Mid piece,Principal piece",1,-2
"Nucleoplasm,Focal adhesion sites",6,-2
"Nucleoplasm,Focal adhesion sites,Cytosol",9,-2
"Nucleoplasm,Golgi apparatus",138,-2
"Nucleoplasm,Golgi apparatus,Acrosome,Equatorial segment,Flagellar centriole",1,-2
"Nucleoplasm,Golgi apparatus,Actin filaments",2,-2
"Nucleoplasm,Golgi apparatus,Cell Junctions",3,-2
"Nucleoplasm,Golgi apparatus,Cell Junctions,Cytosol",1,-2
"Nucleoplasm,Golgi apparatus,Centriolar satellite",1,-2
"Nucleoplasm,Golgi apparatus,Centrosome,Basal body,Cytosol,Flagellar centriole",1,-2
"Nucleoplasm,Golgi apparatus,Centrosome,Cytosol",3,-2
"Nucleoplasm,Golgi apparatus,Connecting piece",1,-2
"Nucleoplasm,Golgi apparatus,Connecting piece,Mid piece,Principal piece,End piece",1,-2
"Nucleoplasm,Golgi apparatus,Cytokinetic bridge,Cytosol",1,-2
"Nucleoplasm,Golgi apparatus,Cytosol",80,-2
"Nucleoplasm,Golgi apparatus,Focal adhesion sites",2,-2
"Nucleoplasm,Golgi apparatus,Midbody,Cytosol",1,-2
"Nucleoplasm,Golgi apparatus,Mitochondria",2,-2
"Nucleoplasm,Golgi apparatus,Perinuclear theca,Principal piece",1,-2
"Nucleoplasm,Golgi apparatus,Plasma membrane",16,-2
"Nucleoplasm,Golgi apparatus,Plasma membrane,Centrosome",1,-2
"Nucleoplasm,Golgi apparatus,Plasma membrane,Centrosome,Basal body,Cytosol",2,-2
"Nucleoplasm,Golgi apparatus,Plasma membrane,Cytosol",5,-2
"Nucleoplasm,Golgi apparatus,Plasma membrane,Flagellar centriole",1,-2
"Nucleoplasm,Golgi apparatus,Plasma membrane,Mitochondria,Cytosol,Mid piece,Principal piece",1,-2
"Nucleoplasm,Golgi apparatus,Plasma membrane,Primary cilium transition zone,Centriolar satellite,Basal body",1,-2
"Nucleoplasm,Golgi apparatus,Plasma membrane,Primary cilium,Basal body,Cytosol",1,-2
"Nucleoplasm,Golgi apparatus,Primary cilium",2,-2
"Nucleoplasm,Golgi apparatus,Primary cilium,Basal body,Cytosol",1,-2
"Nucleoplasm,Golgi apparatus,Primary cilium,Centrosome,Basal body,Cytosol",1,-2
"Nucleoplasm,Golgi apparatus,Primary cilium,Primary cilium tip,Basal body,Cytosol,Acrosome,Equatorial segment",1,-2
"Nucleoplasm,Golgi apparatus,Vesicles",44,-2
"Nucleoplasm,Golgi apparatus,Vesicles,Cytosol",6,-2
"Nucleoplasm,Golgi apparatus,Vesicles,Intermediate filaments",1,-2
"Nucleoplasm,Golgi apparatus,Vesicles,Plasma membrane",1,-2
"Nucleoplasm,Golgi apparatus,Vesicles,Plasma membrane,Cell Junctions,Centrosome,Basal body",1,-2
"Nucleoplasm,Golgi apparatus,Vesicles,Plasma membrane,Focal adhesion sites",1,-2
"Nucleoplasm,Golgi apparatus,Vesicles,Primary cilium",1,-2
"Nucleoplasm,Golgi apparatus,Vesicles,Primary cilium transition zone",1,-2
"Nucleoplasm,Golgi apparatus,Vesicles,Primary cilium,Primary cilium transition zone",1,-2
"Nucleoplasm,Intermediate filaments",14,-2
"Nucleoplasm,Intermediate filaments,Cytosol",7,-2
"Nucleoplasm,Intermediate filaments,Midbody",1,-2
"Nucleoplasm,Kinetochore,Cytokinetic bridge,Mitotic spindle,Primary cilium,Primary cilium tip,Basal body,Cytosol",1,-2
"Nucleoplasm,Kinetochore,Cytosol",2,-2
"Nucleoplasm,Lipid droplets",6,-2
"Nucleoplasm,Lipid droplets,Mitochondria",1,-2
"Nucleoplasm,Microtubules",10,-2
"Nucleoplasm,Microtubules,Basal body",1,-2
"Nucleoplasm,Microtubules,Centrosome",2,-2
"Nucleoplasm,Microtubules,Centrosome,Mitochondria,Basal body,Cytosol,End piece",1,-2
"Nucleoplasm,Microtubules,Cytokinetic bridge",6,-2
"Nucleoplasm,Microtubules,Cytokinetic bridge,Cytosol",3,-2
"Nucleoplasm,Microtubules,Cytokinetic bridge,Mitotic spindle",1,-2
"Nucleoplasm,Microtubules,Cytokinetic bridge,Mitotic spindle,Primary cilium,Basal body",1,-2
"Nucleoplasm,Microtubules,Cytokinetic bridge,Mitotic spindle,Primary cilium,Basal body,Cytosol",2,-2
"Nucleoplasm,Microtubules,Cytokinetic bridge,Mitotic spindle,Primary cilium,Mid piece,Principal piece,End piece",1,-2
"Nucleoplasm,Microtubules,Cytokinetic bridge,Primary cilium,Cytosol",1,-2
"Nucleoplasm,Microtubules,Cytosol",8,-2
"Nucleoplasm,Microtubules,Midbody",1,-2
"Nucleoplasm,Microtubules,Mitochondria",2,-2
"Nucleoplasm,Microtubules,Mitochondria,Cytosol",1,-2
"Nucleoplasm,Microtubules,Mitotic spindle,Primary cilium,Basal body,Mid piece,Principal piece,End piece",1,-2
"Nucleoplasm,Microtubules,Mitotic spindle,Primary cilium,Primary cilium tip",1,-2
"Nucleoplasm,Microtubules,Primary cilium transition zone,Centrosome,Basal body,Cytosol,Principal piece",1,-2
"Nucleoplasm,Microtubules,Primary cilium,Basal body,Perinuclear theca,Calyx,Principal piece,End piece",1,-2
"Nucleoplasm,Microtubules,Primary cilium,Cytosol,Connecting piece,Mid piece,Principal piece",1,-2
"Nucleoplasm,Microtubules,Primary cilium,Primary cilium tip,Basal body",2,-2
"Nucleoplasm,Microtubules,Primary cilium,Primary cilium tip,Cytosol",1,-2
"Nucleoplasm,Mid piece",4,-2
"Nucleoplasm,Mid piece,Principal piece",3,-2
"Nucleoplasm,Mid piece,Principal piece,End piece",1,-2
"Nucleoplasm,Midbody",9,-2
"Nucleoplasm,Midbody ring",2,-2
"Nucleoplasm,Midbody ring,Centrosome,Cytosol",1,-2
"Nucleoplasm,Midbody ring,Cytosol",3,-2
"Nucleoplasm,Midbody ring,Mitochondria",1,-2
"Nucleoplasm,Midbody ring,Mitotic spindle,Mid piece,Principal piece,Annulus",1,-2
"Nucleoplasm,Midbody,Acrosome,Equatorial segment,Mid piece,Principal piece",2,-2
"Nucleoplasm,Midbody,Centrosome,Cytosol",1,-2
